id,title,url,pageUrl,author,createdAt,score,commentCount,wordCount,tags,excerpt
TeTegzR8X5CuKgMc3,Misalignment and Strategic Underperformance: An Analysis of Sandbagging and Exploration Hacking,https://www.lesswrong.com/posts/TeTegzR8X5CuKgMc3/misalignment-and-strategic-underperformance-an-analysis-of,https://www.lesswrong.com/posts/TeTegzR8X5CuKgMc3/misalignment-and-strategic-underperformance-an-analysis-of,,2025-05-08T19:06:29.469000+00:00,77,3,,,
kffbZGa2yYhc6cakc,Petri: An open-source auditing tool to accelerate AI safety research,https://www.lesswrong.com/posts/kffbZGa2yYhc6cakc/petri-an-open-source-auditing-tool-to-accelerate-ai-safety,https://www.lesswrong.com/posts/kffbZGa2yYhc6cakc/petri-an-open-source-auditing-tool-to-accelerate-ai-safety,,2025-10-07T20:39:16.767000+00:00,77,0,,,
2TA7HqBYdhLdJBcZz,On closed-door AI safety research,https://www.lesswrong.com/posts/2TA7HqBYdhLdJBcZz/on-closed-door-ai-safety-research,https://www.lesswrong.com/posts/2TA7HqBYdhLdJBcZz/on-closed-door-ai-safety-research,,2025-08-18T21:59:19+00:00,76,11,,,
4yn8B8p2YiouxLABy,Claude Sonnet 4.5: System Card and Alignment,https://www.lesswrong.com/posts/4yn8B8p2YiouxLABy/claude-sonnet-4-5-system-card-and-alignment,https://www.lesswrong.com/posts/4yn8B8p2YiouxLABy/claude-sonnet-4-5-system-card-and-alignment,,2025-09-30T20:50:06.591000+00:00,75,5,,,
LhnqegFoykcjaXCYH,100+ concrete projects and open problems in evals,https://www.lesswrong.com/posts/LhnqegFoykcjaXCYH/100-concrete-projects-and-open-problems-in-evals,https://www.lesswrong.com/posts/LhnqegFoykcjaXCYH/100-concrete-projects-and-open-problems-in-evals,,2025-03-22T15:21:40.970000+00:00,75,1,,,
9tqpPP4FwSnv9AWsi,Research Note: Our scheming precursor evals had limited predictive power for our in-context scheming evals,https://www.lesswrong.com/posts/9tqpPP4FwSnv9AWsi/research-note-our-scheming-precursor-evals-had-limited,https://www.lesswrong.com/posts/9tqpPP4FwSnv9AWsi/research-note-our-scheming-precursor-evals-had-limited,,2025-07-03T15:57:07.779000+00:00,75,0,,,
LLJm97gLDacn8AscB,Introducing 11 New AI Safety Organizations - Catalyze's Winter 24/25 London Incubation Program Cohort,https://www.lesswrong.com/posts/LLJm97gLDacn8AscB/introducing-11-new-ai-safety-organizations-catalyze-s-winter,https://www.lesswrong.com/posts/LLJm97gLDacn8AscB/introducing-11-new-ai-safety-organizations-catalyze-s-winter,,2025-03-10T19:26:11.017000+00:00,75,0,,,
4XdxiqBsLKqiJ9xRM,LLM AGI may reason about its goals and discover misalignments by default,https://www.lesswrong.com/posts/4XdxiqBsLKqiJ9xRM/llm-agi-may-reason-about-its-goals-and-discover,https://www.lesswrong.com/posts/4XdxiqBsLKqiJ9xRM/llm-agi-may-reason-about-its-goals-and-discover,,2025-09-15T14:58:01.265000+00:00,74,6,,,
aKncW36ZdEnzxLo8A,"LLM AGI will have memory, and memory changes alignment",https://www.lesswrong.com/posts/aKncW36ZdEnzxLo8A/llm-agi-will-have-memory-and-memory-changes-alignment,https://www.lesswrong.com/posts/aKncW36ZdEnzxLo8A/llm-agi-will-have-memory-and-memory-changes-alignment,,2025-04-04T14:59:13.070000+00:00,73,15,,,
3ki4mt4BA6eTx56Tc,Google DeepMind: An Approach to Technical AGI Safety and Security,https://www.lesswrong.com/posts/3ki4mt4BA6eTx56Tc/google-deepmind-an-approach-to-technical-agi-safety-and,https://www.lesswrong.com/posts/3ki4mt4BA6eTx56Tc/google-deepmind-an-approach-to-technical-agi-safety-and,,2025-04-05T22:00:14.803000+00:00,73,12,,,
4aeshNuEKF8Ak356D,Omniscaling to MNIST,https://www.lesswrong.com/posts/4aeshNuEKF8Ak356D/omniscaling-to-mnist,https://www.lesswrong.com/posts/4aeshNuEKF8Ak356D/omniscaling-to-mnist,,2025-11-08T19:42:15.988000+00:00,73,3,,,
4kwyC8ZqGZLATezri,New scorecard evaluating AI companies on safety,https://www.lesswrong.com/posts/4kwyC8ZqGZLATezri/new-scorecard-evaluating-ai-companies-on-safety,https://www.lesswrong.com/posts/4kwyC8ZqGZLATezri/new-scorecard-evaluating-ai-companies-on-safety,,2025-05-26T16:00:15.629000+00:00,72,8,,,
fqDzevPyw3GGaF5o9,Paper: Open Problems in Mechanistic Interpretability,https://www.lesswrong.com/posts/fqDzevPyw3GGaF5o9/paper-open-problems-in-mechanistic-interpretability,https://www.lesswrong.com/posts/fqDzevPyw3GGaF5o9/paper-open-problems-in-mechanistic-interpretability,,2025-01-29T10:25:54.727000+00:00,71,0,,,
wFKZmvfRfNn24HNHp,Orphaned Policies (Post 5 of 7 on AI Governance),https://www.lesswrong.com/posts/wFKZmvfRfNn24HNHp/orphaned-policies-post-5-of-7-on-ai-governance,https://www.lesswrong.com/posts/wFKZmvfRfNn24HNHp/orphaned-policies-post-5-of-7-on-ai-governance,,2025-05-29T21:42:21.071000+00:00,70,5,,,
AzFxTMFfkTt4mhMKt,Alignment as uploading with more steps,https://www.lesswrong.com/posts/AzFxTMFfkTt4mhMKt/alignment-as-uploading-with-more-steps,https://www.lesswrong.com/posts/AzFxTMFfkTt4mhMKt/alignment-as-uploading-with-more-steps,,2025-09-14T04:08:36.418000+00:00,69,33,,,
irxuoCTKdufEdskSk,Alignment can be the ‘clean energy’ of AI,https://www.lesswrong.com/posts/irxuoCTKdufEdskSk/alignment-can-be-the-clean-energy-of-ai,https://www.lesswrong.com/posts/irxuoCTKdufEdskSk/alignment-can-be-the-clean-energy-of-ai,,2025-02-22T00:08:30.391000+00:00,68,8,,,
zzZ6jye3ukiNyMCmC,Thought Crime: Backdoors & Emergent Misalignment in Reasoning Models,https://www.lesswrong.com/posts/zzZ6jye3ukiNyMCmC/thought-crime-backdoors-and-emergent-misalignment-in,https://www.lesswrong.com/posts/zzZ6jye3ukiNyMCmC/thought-crime-backdoors-and-emergent-misalignment-in,,2025-06-16T16:43:12.826000+00:00,68,2,,,
umYzsh7SGHHKsRCaA,Convergent Linear Representations of Emergent Misalignment,https://www.lesswrong.com/posts/umYzsh7SGHHKsRCaA/convergent-linear-representations-of-emergent-misalignment,https://www.lesswrong.com/posts/umYzsh7SGHHKsRCaA/convergent-linear-representations-of-emergent-misalignment,,2025-06-16T15:47:15.487000+00:00,68,1,,,
PhgEKkB4cwYjwpGxb,Maintaining Alignment during RSI as a Feedback Control Problem,https://www.lesswrong.com/posts/PhgEKkB4cwYjwpGxb/maintaining-alignment-during-rsi-as-a-feedback-control,https://www.lesswrong.com/posts/PhgEKkB4cwYjwpGxb/maintaining-alignment-during-rsi-as-a-feedback-control,,2025-03-02T00:21:43.432000+00:00,67,6,,,
ZXxY2tccLapdjLbKm,Selective Generalization: Improving Capabilities While Maintaining Alignment,https://www.lesswrong.com/posts/ZXxY2tccLapdjLbKm/selective-generalization-improving-capabilities-while,https://www.lesswrong.com/posts/ZXxY2tccLapdjLbKm/selective-generalization-improving-capabilities-while,,2025-07-16T21:25:39.203000+00:00,67,4,,,
jzgqTtcHhXpSDNgcF,"Your AI Safety org could get EU funding up to €9.08M. Here’s how (+ free personalized support)
Update: Webinar 18/8 Link Below",https://www.lesswrong.com/posts/jzgqTtcHhXpSDNgcF/your-ai-safety-org-could-get-eu-funding-up-to-eur9-08m-here,https://www.lesswrong.com/posts/jzgqTtcHhXpSDNgcF/your-ai-safety-org-could-get-eu-funding-up-to-eur9-08m-here,,2025-07-20T01:30:55.308000+00:00,66,4,,,
rF7MQWGbqQjEkeLJA,Map of AI Safety v2,https://www.lesswrong.com/posts/rF7MQWGbqQjEkeLJA/map-of-ai-safety-v2,https://www.lesswrong.com/posts/rF7MQWGbqQjEkeLJA/map-of-ai-safety-v2,,2025-04-15T13:04:40.993000+00:00,64,4,,,
tG9LGHLzQezH3pvMs,Recommendations for Technical AI Safety Research Directions,https://www.lesswrong.com/posts/tG9LGHLzQezH3pvMs/recommendations-for-technical-ai-safety-research-directions,https://www.lesswrong.com/posts/tG9LGHLzQezH3pvMs/recommendations-for-technical-ai-safety-research-directions,,2025-01-10T19:34:04.920000+00:00,64,1,,,
TeF8Az2EiWenR9APF,When is it important that open-weight models aren't released? My thoughts on the benefits and dangers of open-weight models in response to developments in CBRN capabilities.,https://www.lesswrong.com/posts/TeF8Az2EiWenR9APF/when-is-it-important-that-open-weight-models-aren-t-released,https://www.lesswrong.com/posts/TeF8Az2EiWenR9APF/when-is-it-important-that-open-weight-models-aren-t-released,,2025-06-09T19:19:39.861000+00:00,63,11,,,
fMqgLGoeZFFQqAGyC,How do we solve the alignment problem?,https://www.lesswrong.com/posts/fMqgLGoeZFFQqAGyC/how-do-we-solve-the-alignment-problem,https://www.lesswrong.com/posts/fMqgLGoeZFFQqAGyC/how-do-we-solve-the-alignment-problem,,2025-02-13T18:27:27.712000+00:00,63,9,,,
inFW6hMG3QEx8tTfA,Rejecting Violence as an AI Safety Strategy,https://www.lesswrong.com/posts/inFW6hMG3QEx8tTfA/rejecting-violence-as-an-ai-safety-strategy,https://www.lesswrong.com/posts/inFW6hMG3QEx8tTfA/rejecting-violence-as-an-ai-safety-strategy,,2025-09-22T16:34:08.980000+00:00,63,5,,,
J7CyENFYXPxXQpsnD,SLT for AI Safety,https://www.lesswrong.com/posts/J7CyENFYXPxXQpsnD/slt-for-ai-safety,https://www.lesswrong.com/posts/J7CyENFYXPxXQpsnD/slt-for-ai-safety,,2025-07-01T04:52:21.093000+00:00,63,0,,,
AbnfsnEEmHFmprGzm,The EU Is Asking for Feedback on Frontier AI Regulation (Open to Global Experts)—This Post Breaks Down What’s at Stake for AI Safety,https://www.lesswrong.com/posts/AbnfsnEEmHFmprGzm/the-eu-is-asking-for-feedback-on-frontier-ai-regulation-open,https://www.lesswrong.com/posts/AbnfsnEEmHFmprGzm/the-eu-is-asking-for-feedback-on-frontier-ai-regulation-open,,2025-04-22T20:39:40.781000+00:00,62,13,,,
2RtuThoZwP4o8aEpS,Introducing the Epoch Capabilities Index (ECI),https://www.lesswrong.com/posts/2RtuThoZwP4o8aEpS/introducing-the-epoch-capabilities-index-eci,https://www.lesswrong.com/posts/2RtuThoZwP4o8aEpS/introducing-the-epoch-capabilities-index-eci,,2025-10-28T18:23:03.194000+00:00,62,9,,,
5rMwWzRdWFtRdHeuE,Not all capabilities will be created equal: focus on strategically superhuman agents,https://www.lesswrong.com/posts/5rMwWzRdWFtRdHeuE/not-all-capabilities-will-be-created-equal-focus-on,https://www.lesswrong.com/posts/5rMwWzRdWFtRdHeuE/not-all-capabilities-will-be-created-equal-focus-on,,2025-02-13T01:24:46.084000+00:00,62,9,,,
jzHhJJq2cFmisRKB2,"Misalignment classifiers: Why they’re hard to evaluate adversarially, and why we're studying them anyway",https://www.lesswrong.com/posts/jzHhJJq2cFmisRKB2/misalignment-classifiers-why-they-re-hard-to-evaluate,https://www.lesswrong.com/posts/jzHhJJq2cFmisRKB2/misalignment-classifiers-why-they-re-hard-to-evaluate,,2025-08-15T11:48:31.667000+00:00,61,3,,,
QGQiCuE33iHFv9jkv,"Softmax, Emmett Shear's new AI startup focused on ""Organic Alignment""",https://www.lesswrong.com/posts/QGQiCuE33iHFv9jkv/softmax-emmett-shear-s-new-ai-startup-focused-on-organic,https://www.lesswrong.com/posts/QGQiCuE33iHFv9jkv/softmax-emmett-shear-s-new-ai-startup-focused-on-organic,,2025-03-28T21:23:46.220000+00:00,61,2,,,
8KKujApx4g7FBm6hE,AI safety techniques leveraging distillation,https://www.lesswrong.com/posts/8KKujApx4g7FBm6hE/ai-safety-techniques-leveraging-distillation,https://www.lesswrong.com/posts/8KKujApx4g7FBm6hE/ai-safety-techniques-leveraging-distillation,,2025-06-19T14:31:02.632000+00:00,61,0,,,
jWFvsJnJieXnWBb9r,Alignment faking CTFs: Apply to my MATS stream,https://www.lesswrong.com/posts/jWFvsJnJieXnWBb9r/alignment-faking-ctfs-apply-to-my-mats-stream,https://www.lesswrong.com/posts/jWFvsJnJieXnWBb9r/alignment-faking-ctfs-apply-to-my-mats-stream,,2025-04-04T16:29:02.070000+00:00,61,0,,,
dcd2dPLZGFJPgtDzq,Shift Resources to Advocacy Now (Post 4 of 7 on AI Governance),https://www.lesswrong.com/posts/dcd2dPLZGFJPgtDzq/shift-resources-to-advocacy-now-post-4-of-7-on-ai-governance,https://www.lesswrong.com/posts/dcd2dPLZGFJPgtDzq/shift-resources-to-advocacy-now-post-4-of-7-on-ai-governance,,2025-05-28T01:19:27.307000+00:00,60,18,,,
adQueu9FFHfiBKDCt,Political Funding Expertise (Post 6 of 7 on AI Governance),https://www.lesswrong.com/posts/adQueu9FFHfiBKDCt/political-funding-expertise-post-6-of-7-on-ai-governance,https://www.lesswrong.com/posts/adQueu9FFHfiBKDCt/political-funding-expertise-post-6-of-7-on-ai-governance,,2025-06-19T14:14:31.909000+00:00,59,4,,,
BaigpPyZpkZuSjmAz,"The Need for Political Advertising
(Post 2 of 7 on AI Governance)",https://www.lesswrong.com/posts/BaigpPyZpkZuSjmAz/the-need-for-political-advertising-post-2-of-7-on-ai,https://www.lesswrong.com/posts/BaigpPyZpkZuSjmAz/the-need-for-political-advertising-post-2-of-7-on-ai,,2025-05-21T00:44:06.560000+00:00,59,2,,,
4QRvFCzhFbedmNfp4,"To be legible, evidence of misalignment probably has to be behavioral",https://www.lesswrong.com/posts/4QRvFCzhFbedmNfp4/to-be-legible-evidence-of-misalignment-probably-has-to-be,https://www.lesswrong.com/posts/4QRvFCzhFbedmNfp4/to-be-legible-evidence-of-misalignment-probably-has-to-be,,2025-04-15T18:14:53.022000+00:00,58,19,,,
QxJFjqT6oFY3jo47s,AI Safety as a YC Startup,https://www.lesswrong.com/posts/QxJFjqT6oFY3jo47s/ai-safety-as-a-yc-startup-1,https://www.lesswrong.com/posts/QxJFjqT6oFY3jo47s/ai-safety-as-a-yc-startup-1,,2025-01-08T10:46:29.042000+00:00,58,9,,,
xGNnBmtAL5F5vBKRf,AI Safety Law-a-thon: Turning Alignment Risks into Legal Strategy,https://www.lesswrong.com/posts/xGNnBmtAL5F5vBKRf/ai-safety-law-a-thon-turning-alignment-risks-into-legal,https://www.lesswrong.com/posts/xGNnBmtAL5F5vBKRf/ai-safety-law-a-thon-turning-alignment-risks-into-legal,,2025-09-10T10:22:16.082000+00:00,58,5,,,
Wi5keDzktqmANL422,On OpenAI’s Safety and Alignment Philosophy,https://www.lesswrong.com/posts/Wi5keDzktqmANL422/on-openai-s-safety-and-alignment-philosophy,https://www.lesswrong.com/posts/Wi5keDzktqmANL422/on-openai-s-safety-and-alignment-philosophy,,2025-03-05T14:00:07.302000+00:00,58,5,,,
nmaKpoHxmzjT8yXTk,New website analyzing AI companies' model evals,https://www.lesswrong.com/posts/nmaKpoHxmzjT8yXTk/new-website-analyzing-ai-companies-model-evals,https://www.lesswrong.com/posts/nmaKpoHxmzjT8yXTk/new-website-analyzing-ai-companies-model-evals,,2025-05-26T16:00:51.602000+00:00,58,0,,,
iELyAqizJkizBQbfr,An alignment safety case sketch based on debate,https://www.lesswrong.com/posts/iELyAqizJkizBQbfr/an-alignment-safety-case-sketch-based-on-debate,https://www.lesswrong.com/posts/iELyAqizJkizBQbfr/an-alignment-safety-case-sketch-based-on-debate,,2025-05-08T15:02:06.345000+00:00,57,21,,,
hvEikwtsbf6zaXG2s,On Google’s Safety Plan,https://www.lesswrong.com/posts/hvEikwtsbf6zaXG2s/on-google-s-safety-plan,https://www.lesswrong.com/posts/hvEikwtsbf6zaXG2s/on-google-s-safety-plan,,2025-04-11T12:51:12.112000+00:00,57,6,,,
vWYzSorAEWwoJnnXq,A sketch of an AI control safety case,https://www.lesswrong.com/posts/vWYzSorAEWwoJnnXq/a-sketch-of-an-ai-control-safety-case,https://www.lesswrong.com/posts/vWYzSorAEWwoJnnXq/a-sketch-of-an-ai-control-safety-case,,2025-01-30T17:28:47.992000+00:00,57,0,,,
RRvdRyWrSqKW2ANL9,Alignment Proposal: Adversarially Robust Augmentation and Distillation,https://www.lesswrong.com/posts/RRvdRyWrSqKW2ANL9/alignment-proposal-adversarially-robust-augmentation-and,https://www.lesswrong.com/posts/RRvdRyWrSqKW2ANL9/alignment-proposal-adversarially-robust-augmentation-and,,2025-05-25T12:58:55.336000+00:00,56,47,,,
y9QEHKdqsfsXBMAkb,Mainstream Grantmaking Expertise (Post 7 of 7 on AI Governance),https://www.lesswrong.com/posts/y9QEHKdqsfsXBMAkb/mainstream-grantmaking-expertise-post-7-of-7-on-ai,https://www.lesswrong.com/posts/y9QEHKdqsfsXBMAkb/mainstream-grantmaking-expertise-post-7-of-7-on-ai,,2025-06-23T01:39:43.466000+00:00,56,7,,,
cdPPr6XtPkCX5c8Ny,Predict 2025 AI capabilities (by Sunday),https://www.lesswrong.com/posts/cdPPr6XtPkCX5c8Ny/predict-2025-ai-capabilities-by-sunday,https://www.lesswrong.com/posts/cdPPr6XtPkCX5c8Ny/predict-2025-ai-capabilities-by-sunday,,2025-01-15T00:16:05.034000+00:00,55,3,,,
88xgGLnLo64AgjGco,Where are the AI safety replications?,https://www.lesswrong.com/posts/88xgGLnLo64AgjGco/where-are-the-ai-safety-replications,https://www.lesswrong.com/posts/88xgGLnLo64AgjGco/where-are-the-ai-safety-replications,,2025-07-26T21:29:48.774000+00:00,54,5,,,
qHudHZNLCiFrygRiy,Emergent Misalignment on a Budget,https://www.lesswrong.com/posts/qHudHZNLCiFrygRiy/emergent-misalignment-on-a-budget,https://www.lesswrong.com/posts/qHudHZNLCiFrygRiy/emergent-misalignment-on-a-budget,,2025-06-08T15:28:50.498000+00:00,54,0,,,
qe8LjXAtaZfrc8No7,Call for suggestions - AI safety course,https://www.lesswrong.com/posts/qe8LjXAtaZfrc8No7/call-for-suggestions-ai-safety-course,https://www.lesswrong.com/posts/qe8LjXAtaZfrc8No7/call-for-suggestions-ai-safety-course,,2025-07-03T14:30:41.147000+00:00,53,23,,,
bzYJCXicmwDHDpLZa,Reframing AI Safety as a Neverending Institutional Challenge,https://www.lesswrong.com/posts/bzYJCXicmwDHDpLZa/reframing-ai-safety-as-a-neverending-institutional-challenge,https://www.lesswrong.com/posts/bzYJCXicmwDHDpLZa/reframing-ai-safety-as-a-neverending-institutional-challenge,,2025-03-23T00:13:48.614000+00:00,53,12,,,
9tHEibBBhQCHEyFsa,"Do LLMs know what they're capable of? Why this matters for AI safety, and initial findings",https://www.lesswrong.com/posts/9tHEibBBhQCHEyFsa/do-llms-know-what-they-re-capable-of-why-this-matters-for-ai,https://www.lesswrong.com/posts/9tHEibBBhQCHEyFsa/do-llms-know-what-they-re-capable-of-why-this-matters-for-ai,,2025-07-13T19:54:53.974000+00:00,53,5,,,
a4EDinzAYtRwpNmx9,Towards data-centric interpretability with sparse autoencoders,https://www.lesswrong.com/posts/a4EDinzAYtRwpNmx9/towards-data-centric-interpretability-with-sparse,https://www.lesswrong.com/posts/a4EDinzAYtRwpNmx9/towards-data-centric-interpretability-with-sparse,,2025-08-15T20:10:55.825000+00:00,53,2,,,
u3ZysuXEjkyHhefrk,Against blanket arguments against interpretability,https://www.lesswrong.com/posts/u3ZysuXEjkyHhefrk/against-blanket-arguments-against-interpretability,https://www.lesswrong.com/posts/u3ZysuXEjkyHhefrk/against-blanket-arguments-against-interpretability,,2025-01-22T09:46:23.486000+00:00,52,4,,,
CSFa9rvGNGAfCzBk6,Problems with instruction-following as an alignment target,https://www.lesswrong.com/posts/CSFa9rvGNGAfCzBk6/problems-with-instruction-following-as-an-alignment-target,https://www.lesswrong.com/posts/CSFa9rvGNGAfCzBk6/problems-with-instruction-following-as-an-alignment-target,,2025-05-15T15:41:48.748000+00:00,51,14,,,
CJ4yywLBkdRALc4sT,On Deliberative Alignment,https://www.lesswrong.com/posts/CJ4yywLBkdRALc4sT/on-deliberative-alignment,https://www.lesswrong.com/posts/CJ4yywLBkdRALc4sT/on-deliberative-alignment,,2025-02-11T13:00:07.683000+00:00,51,2,,,
GvgmoDts5kphwGyS2,60 U.K. Lawmakers Accuse Google of Breaking AI Safety Pledge,https://www.lesswrong.com/posts/GvgmoDts5kphwGyS2/60-u-k-lawmakers-accuse-google-of-breaking-ai-safety-pledge,https://www.lesswrong.com/posts/GvgmoDts5kphwGyS2/60-u-k-lawmakers-accuse-google-of-breaking-ai-safety-pledge,,2025-08-29T16:09:08.998000+00:00,51,1,,,
JrTk2pbqp7BFwPAKw,Reward button alignment,https://www.lesswrong.com/posts/JrTk2pbqp7BFwPAKw/reward-button-alignment,https://www.lesswrong.com/posts/JrTk2pbqp7BFwPAKw/reward-button-alignment,,2025-05-22T17:36:50.078000+00:00,50,15,,,
nnzb7prw2XC8cFhnP,OpenAI #13: Altman at TED and OpenAI Cutting Corners on Safety Testing,https://www.lesswrong.com/posts/nnzb7prw2XC8cFhnP/openai-13-altman-at-ted-and-openai-cutting-corners-on-safety,https://www.lesswrong.com/posts/nnzb7prw2XC8cFhnP/openai-13-altman-at-ted-and-openai-cutting-corners-on-safety,,2025-04-15T15:30:02.518000+00:00,48,3,,,
zecxwyATrN8ZbinoC,"Interview with Steven Byrnes on Brain-like AGI, Foom & Doom, and Solving Technical Alignment",https://www.lesswrong.com/posts/zecxwyATrN8ZbinoC/interview-with-steven-byrnes-on-brain-like-agi-foom-and-doom,https://www.lesswrong.com/posts/zecxwyATrN8ZbinoC/interview-with-steven-byrnes-on-brain-like-agi-foom-and-doom,,2025-08-05T00:05:23.046000+00:00,48,1,,,
wzCtwYtojMabyEg2L,What is Inadequate about Bayesianism for AI Alignment: Motivating Infra-Bayesianism,https://www.lesswrong.com/posts/wzCtwYtojMabyEg2L/what-is-inadequate-about-bayesianism-for-ai-alignment,https://www.lesswrong.com/posts/wzCtwYtojMabyEg2L/what-is-inadequate-about-bayesianism-for-ai-alignment,,2025-05-01T19:06:15.711000+00:00,48,1,,,
aG9e5tHfHmBnDqrDy,The GDM AGI Safety+Alignment Team is Hiring for Applied Interpretability Research,https://www.lesswrong.com/posts/aG9e5tHfHmBnDqrDy/the-gdm-agi-safety-alignment-team-is-hiring-for-applied,https://www.lesswrong.com/posts/aG9e5tHfHmBnDqrDy/the-gdm-agi-safety-alignment-team-is-hiring-for-applied,,2025-02-24T02:17:12.991000+00:00,48,1,,,
nJcuj4rtuefeTRFHp,Can we safely automate alignment research?,https://www.lesswrong.com/posts/nJcuj4rtuefeTRFHp/can-we-safely-automate-alignment-research,https://www.lesswrong.com/posts/nJcuj4rtuefeTRFHp/can-we-safely-automate-alignment-research,,2025-04-30T17:37:13.193000+00:00,47,29,,,
hmds9eDjqFaadCk4F,Overview: AI Safety Outreach Grassroots Orgs,https://www.lesswrong.com/posts/hmds9eDjqFaadCk4F/overview-ai-safety-outreach-grassroots-orgs,https://www.lesswrong.com/posts/hmds9eDjqFaadCk4F/overview-ai-safety-outreach-grassroots-orgs,,2025-05-04T17:39:10.352000+00:00,47,8,,,
vGeuBKQ7nzPnn5f7A,Why modelling multi-objective homeostasis is essential for AI alignment (and how it helps with AI safety as well). Subtleties and Open Challenges.,https://www.lesswrong.com/posts/vGeuBKQ7nzPnn5f7A/why-modelling-multi-objective-homeostasis-is-essential-for,https://www.lesswrong.com/posts/vGeuBKQ7nzPnn5f7A/why-modelling-multi-objective-homeostasis-is-essential-for,,2025-01-12T03:37:59.692000+00:00,47,7,,,
KMbZWcTvGjChw9ynD,"Focus transparency on risk reports, not safety cases",https://www.lesswrong.com/posts/KMbZWcTvGjChw9ynD/focus-transparency-on-risk-reports-not-safety-cases,https://www.lesswrong.com/posts/KMbZWcTvGjChw9ynD/focus-transparency-on-risk-reports-not-safety-cases,,2025-09-22T15:27:49.280000+00:00,47,3,,,
dwpXvweBrJwErse3L,All the labs AI safety plans: 2025 edition,https://www.lesswrong.com/posts/dwpXvweBrJwErse3L/all-the-labs-ai-safety-plans-2025-edition,https://www.lesswrong.com/posts/dwpXvweBrJwErse3L/all-the-labs-ai-safety-plans-2025-edition,,2025-10-28T00:25:07.919000+00:00,47,2,,,
DJAZHYjWxMrcd2na3,Building and evaluating alignment auditing agents,https://www.lesswrong.com/posts/DJAZHYjWxMrcd2na3/building-and-evaluating-alignment-auditing-agents,https://www.lesswrong.com/posts/DJAZHYjWxMrcd2na3/building-and-evaluating-alignment-auditing-agents,,2025-07-24T19:22:26.195000+00:00,47,1,,,
CwJ2qWveb9JbaCGQ5,Harmless reward hacks can generalize to misalignment in LLMs,https://www.lesswrong.com/posts/CwJ2qWveb9JbaCGQ5/harmless-reward-hacks-can-generalize-to-misalignment-in-llms,https://www.lesswrong.com/posts/CwJ2qWveb9JbaCGQ5/harmless-reward-hacks-can-generalize-to-misalignment-in-llms,,2025-08-26T17:32:58.002000+00:00,46,7,,,
kyBGcHfzfZziHm5xL,Why I don't believe Superalignment will work,https://www.lesswrong.com/posts/kyBGcHfzfZziHm5xL/why-i-don-t-believe-superalignment-will-work,https://www.lesswrong.com/posts/kyBGcHfzfZziHm5xL/why-i-don-t-believe-superalignment-will-work,,2025-09-22T17:10:43.280000+00:00,46,6,,,
7ExkgcDudwhag73vw,Existing Safety Frameworks Imply Unreasonable Confidence,https://www.lesswrong.com/posts/7ExkgcDudwhag73vw/existing-safety-frameworks-imply-unreasonable-confidence,https://www.lesswrong.com/posts/7ExkgcDudwhag73vw/existing-safety-frameworks-imply-unreasonable-confidence,,2025-04-10T16:31:50.240000+00:00,46,3,,,
gwKyHqe4CL6TZNQxp,Why do many people who care about AI Safety not clearly endorse PauseAI?,https://www.lesswrong.com/posts/gwKyHqe4CL6TZNQxp/why-do-many-people-who-care-about-ai-safety-not-clearly,https://www.lesswrong.com/posts/gwKyHqe4CL6TZNQxp/why-do-many-people-who-care-about-ai-safety-not-clearly,,2025-03-30T18:06:32.426000+00:00,45,42,,,
5gmALpCetyjkSPEDr,Training AI to do alignment research we don’t already know how to do,https://www.lesswrong.com/posts/5gmALpCetyjkSPEDr/training-ai-to-do-alignment-research-we-don-t-already-know,https://www.lesswrong.com/posts/5gmALpCetyjkSPEDr/training-ai-to-do-alignment-research-we-don-t-already-know,,2025-02-24T19:19:43.067000+00:00,45,24,,,
sjr66DBEgyogAbfdf,Renormalization Redux: QFT Techniques for AI Interpretability,https://www.lesswrong.com/posts/sjr66DBEgyogAbfdf/renormalization-redux-qft-techniques-for-ai-interpretability,https://www.lesswrong.com/posts/sjr66DBEgyogAbfdf/renormalization-redux-qft-techniques-for-ai-interpretability,,2025-01-18T03:54:28.652000+00:00,45,12,,,
PejNckwQj3A2MGhMA,Systematic runaway-optimiser-like LLM failure modes on Biologically and Economically aligned AI safety benchmarks for LLMs with simplified observation format (BioBlue),https://www.lesswrong.com/posts/PejNckwQj3A2MGhMA/systematic-runaway-optimiser-like-llm-failure-modes-on,https://www.lesswrong.com/posts/PejNckwQj3A2MGhMA/systematic-runaway-optimiser-like-llm-failure-modes-on,,2025-03-16T23:23:30.989000+00:00,45,8,,,
25dsPH6CuRXPBkGHN,"No, We're Not Getting Meaningful Oversight of AI",https://www.lesswrong.com/posts/25dsPH6CuRXPBkGHN/no-we-re-not-getting-meaningful-oversight-of-ai,https://www.lesswrong.com/posts/25dsPH6CuRXPBkGHN/no-we-re-not-getting-meaningful-oversight-of-ai,,2025-07-09T11:10:54.429000+00:00,45,4,,,
ZdY4JzBPJEgaoCxTR,Emergent Misalignment & Realignment,https://www.lesswrong.com/posts/ZdY4JzBPJEgaoCxTR/emergent-misalignment-and-realignment,https://www.lesswrong.com/posts/ZdY4JzBPJEgaoCxTR/emergent-misalignment-and-realignment,,2025-06-27T21:31:43.367000+00:00,45,1,,,
