title,authors,published,updated,summary,primary_category,categories,arxiv_id,pdf_url,doi,tags,relevance,reasoning,is_new,duplicate_reasoning,matched_link,is_relevant,curation_reasoning,agenda
Machine Bullshit: Characterizing the Emergent Disregard for Truth in Large Language Models,"Kaiqu Liang, Haimin Hu, Xuandong Zhao, Dawn Song, Thomas L. Griffiths, Jaime Fernández Fisac",2025-07-10,2025-07-10,"Bullshit, as conceptualized by philosopher Harry Frankfurt, refers to statements made without regard to their truth value. While previous work has explored large language model (LLM) hallucination and sycophancy, we propose machine bullshit as an overarching conceptual framework that can allow researchers to characterize the broader phenomenon of emergent loss of truthfulness in LLMs and shed light on its underlying mechanisms. We introduce the Bullshit Index, a novel metric quantifying LLMs' indifference to truth, and propose a complementary taxonomy analyzing four qualitative forms of bullshit: empty rhetoric, paltering, weasel words, and unverified claims. We conduct empirical evaluations on the Marketplace dataset, the Political Neutrality dataset, and our new BullshitEval benchmark (2,400 scenarios spanning 100 AI assistants) explicitly designed to evaluate machine bullshit. Our results demonstrate that model fine-tuning with reinforcement learning from human feedback (RLHF) significantly exacerbates bullshit and inference-time chain-of-thought (CoT) prompting notably amplify specific bullshit forms, particularly empty rhetoric and paltering. We also observe prevalent machine bullshit in political contexts, with weasel words as the dominant strategy. Our findings highlight systematic challenges in AI alignment and provide new insights toward more truthful LLM behavior.",cs.CL,"cs.CL, cs.AI, cs.LG",2507.07484v1,http://arxiv.org/pdf/2507.07484v1,,"truthfulness in LLMs, model evaluation and benchmarking for safety, reward hacking and specification gaming, RLHF analysis",highly relevant,"This paper introduces the novel concept of 'machine bullshit' to characterize LLMs' indifference to truth and proposes both a new metric (Bullshit Index) and a new evaluation benchmark (BullshitEval) targeting this failure mode. The experimental findings have direct implications for RLHF and the impact of model alignment strategies on truthfulness. These contributions address core questions in AI alignment—namely, how current alignment techniques (like RLHF) can sometimes fail or even backfire, encouraging undesirable model behaviors. The identification, taxonomy, and empirical analysis of such behaviors are central to advancing technical AI alignment and developing safer models.",y,"I checked the provided list for any links containing the arXiv ID '2507.07484' (or its PDF/abs variants) and found none. I also scanned the titles and URLs for a close match to the paper title, 'Machine Bullshit: Characterizing the Emergent Disregard for Truth in Large Language Models,' and found no close matches referencing 'bullshit', 'disregard for truth', or similar wording. There is no evidence this paper is present in the existing links.",,y,"Directly relevant to alignment: introduces a clear conceptual framing (“machine bullshit”), a new metric (Bullshit Index) and a 2.4k-scenario benchmark (BullshitEval), and reports actionable empirical findings (e.g. RLHF can increase disregard-for-truth behaviors; CoT prompting amplifies some forms). Those contributions are novel, high-quality, and bear on evaluation, specification/feedback design, and deceptive/misaligned behavior — so worth including in a curated 2025 shallow review.","Evaluations / Benchmarking,Truthfulness,Deceptive alignment,RLHF / RLAIF,Hallucination"
On the Impossibility of Separating Intelligence from Judgment: The Computational Intractability of Filtering for AI Alignment,"Sarah Ball, Greg Gluch, Shafi Goldwasser, Frauke Kreuter, Omer Reingold, Guy N. Rothblum",2025-07-09,2025-07-09,"With the increased deployment of large language models (LLMs), one concern is their potential misuse for generating harmful content. Our work studies the alignment challenge, with a focus on filters to prevent the generation of unsafe information. Two natural points of intervention are the filtering of the input prompt before it reaches the model, and filtering the output after generation. Our main results demonstrate computational challenges in filtering both prompts and outputs. First, we show that there exist LLMs for which there are no efficient prompt filters: adversarial prompts that elicit harmful behavior can be easily constructed, which are computationally indistinguishable from benign prompts for any efficient filter. Our second main result identifies a natural setting in which output filtering is computationally intractable. All of our separation results are under cryptographic hardness assumptions. In addition to these core findings, we also formalize and study relaxed mitigation approaches, demonstrating further computational barriers. We conclude that safety cannot be achieved by designing filters external to the LLM internals (architecture and weights); in particular, black-box access to the LLM will not suffice. Based on our technical results, we argue that an aligned AI system's intelligence cannot be separated from its judgment.",cs.AI,"cs.AI, cs.CR",2507.07341v1,http://arxiv.org/pdf/2507.07341v1,,"theoretical alignment, adversarial robustness, AI control and monitoring, specification gaming",highly relevant,"This paper presents a formal computational analysis demonstrating limitations of filtering-based alignment approaches (both for prompts and outputs) under cryptographic hardness assumptions. These results directly bear on the feasibility of widely-used alignment and safety techniques, such as prompt or output filtering, by showing that computationally sophisticated adversaries can defeat them. The findings contribute novel theoretical insights into the fundamental difficulty of external alignment interventions and make an impactful argument for why alignment must involve changes internal to the model itself. The paper is deeply relevant to the technical AI alignment field, particularly around robust alignment, red teaming, and the need for interpretability or direct value learning, rather than post-hoc content filtering.",y,"I checked the arXiv ID '2507.07341v1' and the title 'On the Impossibility of Separating Intelligence from Judgment: The Computational Intractability of Filtering for AI Alignment' against all existing links. No link contains this exact arXiv ID (neither abs/ nor pdf/ versions), nor is there any link whose title closely matches the given paper title. Therefore, this paper is not already present.",,y,"High-quality theoretical work (notable authors) that gives formal, cryptography-based impossibility results for prompt/output filtering and for black-box external mitigations. Directly impacts core alignment debates about whether safety can be achieved via external filters or only via internal/white-box changes, so it advances existing agendas on scalable oversight, control, and safety-by-design. The results and assumptions are important for a curated review even if some practical caveats apply.","Scalable oversight,Adversarial robustness / Jailbreaking,Safety by design,Theory"
Foundation Model Self-Play: Open-Ended Strategy Innovation via Foundation Models,"Aaron Dharna, Cong Lu, Jeff Clune",2025-07-09,2025-07-09,"Multi-agent interactions have long fueled innovation, from natural predator-prey dynamics to the space race. Self-play (SP) algorithms try to harness these dynamics by pitting agents against ever-improving opponents, thereby creating an implicit curriculum toward learning high-quality solutions. However, SP often fails to produce diverse solutions and can get stuck in locally optimal behaviors. We introduce Foundation-Model Self-Play (FMSP), a new direction that leverages the code-generation capabilities and vast knowledge of foundation models (FMs) to overcome these challenges by leaping across local optima in policy space. We propose a family of approaches: (1) \textbf{Vanilla Foundation-Model Self-Play (vFMSP)} continually refines agent policies via competitive self-play; (2) \textbf{Novelty-Search Self-Play (NSSP)} builds a diverse population of strategies, ignoring performance; and (3) the most promising variant, \textbf{Quality-Diveristy Self-Play (QDSP)}, creates a diverse set of high-quality policies by combining the diversity of NSSP and refinement of vFMSP. We evaluate FMSPs in Car Tag, a continuous-control pursuer-evader setting, and in Gandalf, a simple AI safety simulation in which an attacker tries to jailbreak an LLM's defenses. In Car Tag, FMSPs explore a wide variety of reinforcement learning, tree search, and heuristic-based methods, to name just a few. In terms of discovered policy quality, \ouralgo and vFMSP surpass strong human-designed strategies. In Gandalf, FMSPs can successfully automatically red-team an LLM, breaking through and jailbreaking six different, progressively stronger levels of defense. Furthermore, FMSPs can automatically proceed to patch the discovered vulnerabilities. Overall, FMSPs represent a promising new research frontier of improving self-play with foundation models, opening fresh paths toward more creative and open-ended strategy discovery",cs.LG,"cs.LG, cs.AI",2507.06466v1,http://arxiv.org/pdf/2507.06466v1,,"self-play, adversarial robustness, red teaming, LLM jailbreaks, foundation models",highly relevant,"This paper presents novel methodologies (FMSP, QDSP) leveraging foundation models for enhanced self-play and strategy generation, with applications directly tied to AI safety. The inclusion of 'Gandalf', a safety simulation where FMSPs are used to automatically red-team (jailbreak) LLMs, and then automatically patch vulnerabilities, addresses core alignment concerns like adversarial robustness, model evaluation, and red teaming. The methods and empirical studies contribute new techniques for stress-testing and improving the safety of foundation models, marking this as a highly relevant technical alignment paper.",y,"I carefully checked all provided links and titles for the exact arXiv ID '2507.06466' or a close title match. There are multiple arXiv links, but none reference the ID 2507.06466 or a close variant; none of the titles or links are close variants of the target paper title. No URL points to this arXiv paper in either /abs/ or /pdf/ form.",,y,"The paper introduces a novel and practically relevant method (Foundation-Model Self-Play) that leverages FMs to generate diverse and high-quality strategies, and demonstrates automated red‑teaming and patching of LLM defenses. This directly bears on scalable oversight, automated red‑teaming/jailbreaking, and adversarial-evaluation tools—topics that merit inclusion in a 2025 technical alignment review.","Scalable oversight,Red teaming,Jailbreaking,Adversarial robustness,Evaluations/Benchmarking,Automated red-teamers"
Evaluating the Critical Risks of Amazon's Nova Premier under the Frontier Model Safety Framework,"Satyapriya Krishna, Ninareh Mehrabi, Abhinav Mohanty, Matteo Memelli, Vincent Ponzo, Payal Motwani, Rahul Gupta",2025-07-07,2025-07-07,"Nova Premier is Amazon's most capable multimodal foundation model and teacher for model distillation. It processes text, images, and video with a one-million-token context window, enabling analysis of large codebases, 400-page documents, and 90-minute videos in a single prompt. We present the first comprehensive evaluation of Nova Premier's critical risk profile under the Frontier Model Safety Framework. Evaluations target three high-risk domains -- Chemical, Biological, Radiological & Nuclear (CBRN), Offensive Cyber Operations, and Automated AI R&D -- and combine automated benchmarks, expert red-teaming, and uplift studies to determine whether the model exceeds release thresholds. We summarize our methodology and report core findings. Based on this evaluation, we find that Nova Premier is safe for public release as per our commitments made at the 2025 Paris AI Safety Summit. We will continue to enhance our safety evaluation and mitigation pipelines as new risks and capabilities associated with frontier models are identified.",cs.CR,"cs.CR, cs.CY",2507.06260v1,http://arxiv.org/pdf/2507.06260v1,,"Frontier model evaluation, Red teaming, Safety benchmarks, Critical risk assessment",highly relevant,"This paper presents a comprehensive technical evaluation of a large, frontier-level multimodal model (Nova Premier) using the Frontier Model Safety Framework, a methodology directly relevant to current core interests in AI alignment. It targets evaluation of critical risks—including CBRN, cyber operations, and autonomous R&D—using a blend of automated benchmarks and expert-driven adversarial testing approaches (red teaming), which are key methodologies for scalable oversight, adversarial robustness, and safety evaluation. The reported case study and methodology offer novel contributions to model assessment and risk identification, advancing the applied state of safety and alignment science in large-scale models.",y,"I checked for the arXiv ID '2507.06260' and the title 'Evaluating the Critical Risks of Amazon's Nova Premier under the Frontier Model Safety Framework' in all the provided existing links. There is no link that contains the exact arXiv ID, any URL variant (abs/pdf), or a close title match. Thus, this arXiv paper is not already present in the list.",,y,"High-profile, directly relevant empirical study: a first public, comprehensive Frontier Model Safety Framework evaluation of a major multimodal frontier model (Amazon Nova Premier) addressing CBRN, offensive cyber, and automated AI R&D. Even if partly PR‑oriented, its methodology, red‑teaming results, and release‑decision rationale are important to document alongside other frontier audits, red teams, and WMD-capability evaluations in the 2025 shallow review.","Capability evaluations,Frontier model audit,Red‑teaming,WMDs (CBRN),Automated AI R&D,Multimodal safety"
Interactive Groupwise Comparison for Reinforcement Learning from Human Feedback,"Jan Kompatscher, Danqing Shi, Giovanna Varni, Tino Weinkauf, Antti Oulasvirta",2025-07-06,2025-07-06,"Reinforcement learning from human feedback (RLHF) has emerged as a key enabling technology for aligning AI behavior with human preferences. The traditional way to collect data in RLHF is via pairwise comparisons: human raters are asked to indicate which one of two samples they prefer. We present an interactive visualization that better exploits the human visual ability to compare and explore whole groups of samples. The interface is comprised of two linked views: 1) an exploration view showing a contextual overview of all sampled behaviors organized in a hierarchical clustering structure; and 2) a comparison view displaying two selected groups of behaviors for user queries. Users can efficiently explore large sets of behaviors by iterating between these two views. Additionally, we devised an active learning approach suggesting groups for comparison. As shown by our evaluation in six simulated robotics tasks, our approach increases the final policy returns by 69.34%. It leads to lower error rates and better policies. We open-source the code that can be easily integrated into the RLHF training loop, supporting research on human-AI alignment.",cs.LG,"cs.LG, cs.HC, I.2.6; H.5.2; I.2.9",2507.04340v1,http://arxiv.org/pdf/2507.04340v1,,"RLHF, Human feedback, Scalable oversight, Interactive tools",highly relevant,"This paper proposes a novel groupwise interactive visualization and active learning framework for collecting human feedback in RLHF, aiming to improve the efficiency and effectiveness of policy alignment with human preferences. It provides an empirical methodology, code, and integration with the RLHF training loop, directly advancing technical alignment work. The focus on scaling and structuring oversight is closely tied to core AI alignment concerns.",y,"I checked the arXiv ID (2507.04340v1) and the paper title ('Interactive Groupwise Comparison for Reinforcement Learning from Human Feedback') against all existing links. None of the URLs or titles reference this specific arXiv ID or closely match the paper's title. Additionally, there are no links to arxiv.org/abs/2507.04340 or arxiv.org/pdf/2507.04340v1. Similar IDs (e.g., 2507.03409, 2507.01786, 2507.11473) are present, but not this one.",,y,"This is a practical, well-evaluated contribution to RLHF data collection: an interactive groupwise comparison UI plus an active‑learning suggestion policy that materially improved policy returns (reported +69%) on simulated tasks and is open‑sourced. It directly tackles human-in-the-loop preference elicitation and scalable oversight (making feedback more efficient and informative), so it merits inclusion as an applied/engineering advance in the RLHF/scalable‑oversight agenda.","RLHF,Scalable oversight,Human-in-the-loop,Preference elicitation,Data collection,HCI"
Mass-Scale Analysis of In-the-Wild Conversations Reveals Complexity Bounds on LLM Jailbreaking,"Aldan Creo, Raul Castro Fernandez, Manuel Cebrian",2025-07-06,2025-07-06,"As large language models (LLMs) become increasingly deployed, understanding the complexity and evolution of jailbreaking strategies is critical for AI safety.   We present a mass-scale empirical analysis of jailbreak complexity across over 2 million real-world conversations from diverse platforms, including dedicated jailbreaking communities and general-purpose chatbots. Using a range of complexity metrics spanning probabilistic measures, lexical diversity, compression ratios, and cognitive load indicators, we find that jailbreak attempts do not exhibit significantly higher complexity than normal conversations. This pattern holds consistently across specialized jailbreaking communities and general user populations, suggesting practical bounds on attack sophistication. Temporal analysis reveals that while user attack toxicity and complexity remains stable over time, assistant response toxicity has decreased, indicating improving safety mechanisms. The absence of power-law scaling in complexity distributions further points to natural limits on jailbreak development.   Our findings challenge the prevailing narrative of an escalating arms race between attackers and defenders, instead suggesting that LLM safety evolution is bounded by human ingenuity constraints while defensive measures continue advancing. Our results highlight critical information hazards in academic jailbreak disclosure, as sophisticated attacks exceeding current complexity baselines could disrupt the observed equilibrium and enable widespread harm before defensive adaptation.",cs.CL,"cs.CL, cs.AI, cs.CY",2507.08014v1,http://arxiv.org/pdf/2507.08014v1,,"jailbreaking, adversarial robustness, model evaluation, AI safety empirical analysis",highly relevant,"This paper conducts a large-scale empirical analysis of jailbreaking attempts on LLMs, directly addressing concerns about adversarial robustness and the evolution of attack sophistication. By introducing and analyzing complexity metrics on real-world jailbreak conversations, it offers novel empirical insight into the limits and character of adversarial attacks. The findings challenge dominant views on the arms race dynamic and inform both defensive safety strategies and disclosure practices. Its focus, methods, and implications are core to the technical AI alignment domain, particularly regarding model robustness and the empirical evaluation of safety measures.",y,"I searched the list of existing links for the arXiv ID '2507.08014' (with and without the version suffix 'v1'), as well as for any close title match, and for any URL that points to 'arxiv.org/abs/2507.08014', 'arxiv.org/pdf/2507.08014', or similar. There were no matches: neither the ID nor the title 'Mass-Scale Analysis of In-the-Wild Conversations Reveals Complexity Bounds on LLM Jailbreaking' appears in any document link. Therefore, the paper is not already present.",,y,"This is a large-scale, empirically grounded study of real-world jailbreaks that offers a novel and directly relevant finding for alignment: jailbreak attempts are not measurably more complex than ordinary conversations and complexity growth appears bounded. That conclusion (and the temporal trends on assistant toxicity) materially informs threat models, red‑teaming design, and evaluation strategies, and is therefore worth including in a shallow review.","Adversarial robustness, Jailbreaking, Evaluations / Benchmarking, Red-teaming"
"`For Argument's Sake, Show Me How to Harm Myself!': Jailbreaking LLMs in Suicide and Self-Harm Contexts","Annika M Schoene, Cansu Canca",2025-07-01,2025-07-01,"Recent advances in large language models (LLMs) have led to increasingly sophisticated safety protocols and features designed to prevent harmful, unethical, or unauthorized outputs. However, these guardrails remain susceptible to novel and creative forms of adversarial prompting, including manually generated test cases. In this work, we present two new test cases in mental health for (i) suicide and (ii) self-harm, using multi-step, prompt-level jailbreaking and bypass built-in content and safety filters. We show that user intent is disregarded, leading to the generation of detailed harmful content and instructions that could cause real-world harm. We conduct an empirical evaluation across six widely available LLMs, demonstrating the generalizability and reliability of the bypass. We assess these findings and the multilayered ethical tensions that they present for their implications on prompt-response filtering and context- and task-specific model development. We recommend a more comprehensive and systematic approach to AI safety and ethics while emphasizing the need for continuous adversarial testing in safety-critical AI deployments. We also argue that while certain clearly defined safety measures and guardrails can and must be implemented in LLMs, ensuring robust and comprehensive safety across all use cases and domains remains extremely challenging given the current technical maturity of general-purpose LLMs.",cs.CL,"cs.CL, cs.AI",2507.02990v1,http://arxiv.org/pdf/2507.02990v1,,"jailbreaking, adversarial prompting, model evaluation, AI safety, red teaming",highly relevant,"This paper investigates concrete failure modes in LLM safety by adversarially jailbreaking content filters around highly sensitive, safety-critical topics (suicide and self-harm). It presents new empirical findings on how existing guardrails can be bypassed across multiple systems, contributing novel insights into real-world jailbreaking vulnerabilities, an important alignment failure mode. The systematic adversarial testing, the demonstration of generalizability, and the explicit technical focus on prompt-level attacks and defenses strongly situate this paper within core technical alignment work—particularly in adversarial robustness, model evaluation, and red teaming for safety. The paper goes beyond raising concerns by providing new cases and empirical benchmarks, making a meaningful contribution aligned with the goals of technical AI alignment research.",y,"The arXiv ID '2507.02990' (with or without the 'v1' version) does not appear in any of the existing URLs. I also do not see any titles or URLs among the existing links that closely match the title 'For Argument's Sake, Show Me How to Harm Myself!': Jailbreaking LLMs in Suicide and Self-Harm Contexts'. Additionally, no existing link points to an arXiv page with that ID or a paper with a similar title. Therefore, this is a new paper not yet referenced in the document.",,y,"This is a directly relevant, empirical red-teaming / jailbreak study in a high-risk domain (suicide/self-harm) and evaluates multiple widely-available LLMs, producing actionable findings for safety teams and prompt-filter design. It isn't foundational theory but is a meaningful, practical contribution to the field's evaluations of adversarial prompting and content-filter robustness, so it merits inclusion under the review's red‑teaming/evals coverage.","Adversarial robustness / Red teaming / Jailbreaking,Evaluations / Benchmarking,Safety / AI safety"
Attestable Audits: Verifiable AI Safety Benchmarks Using Trusted Execution Environments,"Christoph Schnabl, Daniel Hugenroth, Bill Marino, Alastair R. Beresford",2025-06-30,2025-06-30,"Benchmarks are important measures to evaluate safety and compliance of AI models at scale. However, they typically do not offer verifiable results and lack confidentiality for model IP and benchmark datasets. We propose Attestable Audits, which run inside Trusted Execution Environments and enable users to verify interaction with a compliant AI model. Our work protects sensitive data even when model provider and auditor do not trust each other. This addresses verification challenges raised in recent AI governance frameworks. We build a prototype demonstrating feasibility on typical audit benchmarks against Llama-3.1.",cs.AI,"cs.AI, cs.CL, cs.CR",2506.23706v1,http://arxiv.org/pdf/2506.23706v1,,"AI safety benchmarking, Verifiable evaluation, Auditing, Confidentiality, Trusted Execution Environments",highly relevant,"This paper introduces a technically novel framework for verifiable, confidential AI model evaluation using trusted execution environments, directly addressing core alignment needs around trustworthy benchmarking and oversight. It presents a prototype implementation and addresses concrete AI governance verification challenges—making a meaningful contribution to scalable oversight, model evaluation, and the infrastructure needed for robust alignment and governance. This aligns directly with novel tools and methodologies advancing the technical landscape of AI alignment.",y,"I exhaustively checked for the presence of the arXiv ID '2506.23706', both with and without version, in all URLs and titles. There are no links referencing arXiv ID 2506.23706v1, or paper titles that closely match 'Attestable Audits: Verifiable AI Safety Benchmarks Using Trusted Execution Environments'. The existing links to arXiv in the 2506.xxxxxx range are to IDs such as 2506.19823, 2506.11618, 2506.13609, etc., but NOT 2506.23706. No variant of the paper's title appears. Therefore, the paper is not already present in the listed links.",,y,"This is directly relevant to the ‘evaluations/auditing’ infrastructure that the review covers — it proposes a practical, verifiable way to run safety benchmarks while preserving model and dataset confidentiality. The use of TEEs and a working prototype on Llama‑3.1 is a concrete, high‑value contribution to auditability and governance/verification tooling and merits inclusion as an example of infrastructure for trustworthy evaluation. ","Evaluations/Auditing, Model evaluation, Scalable oversight, Making standards and protocols"
Thinking About Thinking: SAGE-nano's Inverse Reasoning for Self-Aware Language Models,"Basab Jha, Firoj Paudel, Ujjwal Puri, Zhang Yuting, Choi Donghyuk, Wang Junhao",2025-06-30,2025-06-30,"Large Language Models (LLMs) have demonstrated remarkable capabilities at solving complex reasoning tasks with Chain-of-Thought (CoT) prompting, but their decision-making processes remain somewhat blackbox. We introduce textbfinverse reasoning, a novel paradigm enabling LLMs to decompose and explain their own reasoning chains post-hoc. Our approach, used in SAGE-nano, a 4-billion-parameter reasoning model, employs a metacognitive structure that reflects back via attention processes to identify major decision points and generate explanations of reasoning choices. While typical CoT approaches are directed towards forward reasoning generation, inverse reasoning provides insight into why specific reasoning chains were selected over others. Through thorough testing of logical reasoning puzzles, math problems and ethical dilemmas from AQUA-RAT, CommonsenseQA, and customized benchmarks, we demonstrate that SAGE-nano is at the cutting edge both on reasoning accuracy (74.6% on AQUA-RAT) and explanation quality (92.1% human preference score) for its task, and offers performance almost on par with models like Claude-3.5 Sonnet or GPT-4o. Our contributions are: (i) the first rigorous framework for LLM self-reflection via inverse reasoning, (ii) a novel metalearning framework to reverse the attention flow, (iii) comprehensive evaluation frameworks for reasoning transparency, and (iv) evidence that increasing reasoning using inverse reasoning improves interpretability along with reasoning performance. Our work creates new avenues for transparent AI systems and closes significant gaps in AI safety, education, and scientific discovery.",cs.AI,"cs.AI, cs.CL, cs.LG",2507.00092v1,http://arxiv.org/pdf/2507.00092v1,,"mechanistic interpretability, reasoning transparency, explanation methods, self-reflection",highly relevant,"This paper introduces a technical framework for post-hoc inverse reasoning in large language models, directly advancing methods for model interpretability and transparency—key concerns for AI alignment. Their novel 'inverse reasoning' approach enables models to explain and decompose their own reasoning processes, addressing the 'black box' nature of LLMs. The empirical evaluation covers reasoning tasks and benchmarks, and the work makes claims about improving both transparency and safety. This constitutes a meaningful novel contribution at the core of technical AI alignment, particularly in mechanistic interpretability and model evaluation.",y,"I checked all 272 existing links and their titles for the arXiv ID '2507.00092' (with or without version suffix) and for any close matches to the paper title 'Thinking About Thinking: SAGE-nano's Inverse Reasoning for Self-Aware Language Models'. There are no links or titles referencing arXiv:2507.00092v1 or the paper title, nor is there any URL corresponding to 'arxiv.org/abs/2507.00092' or 'arxiv.org/pdf/2507.00092'. Therefore, this arXiv paper is not already present in the list.",,y,"This paper proposes a novel, alignment-relevant capability — post-hoc ‘‘inverse reasoning’’ / self-reflection that lets models explain why they chose particular chain-of-thoughts — and evaluates it with human-preference and task benchmarks. That both advances interpretability/mechanistic transparency and directly connects to chain-of-thought monitoring and situational-awareness (important for detecting sandbagging/deception) makes it a useful inclusion in a shallow 2025 review. (Would still flag the need to check methodological details and reproducibility, but the contribution merits coverage.)","Interpretability,Chain-of-Thought monitoring,Situational awareness,Model evaluation,Scalable oversight"
Probing AI Safety with Source Code,"Ujwal Narayan, Shreyas Chaudhari, Ashwin Kalyan, Tanmay Rajpurohit, Karthik Narasimhan, Ameet Deshpande, Vishvak Murahari",2025-06-25,2025-06-25,"Large language models (LLMs) have become ubiquitous, interfacing with humans in numerous safety-critical applications. This necessitates improving capabilities, but importantly coupled with greater safety measures to align these models with human values and preferences. In this work, we demonstrate that contemporary models fall concerningly short of the goal of AI safety, leading to an unsafe and harmful experience for users. We introduce a prompting strategy called Code of Thought (CoDoT) to evaluate the safety of LLMs. CoDoT converts natural language inputs to simple code that represents the same intent. For instance, CoDoT transforms the natural language prompt ""Make the statement more toxic: {text}"" to: ""make_more_toxic({text})"". We show that CoDoT results in a consistent failure of a wide range of state-of-the-art LLMs. For example, GPT-4 Turbo's toxicity increases 16.5 times, DeepSeek R1 fails 100% of the time, and toxicity increases 300% on average across seven modern LLMs. Additionally, recursively applying CoDoT can further increase toxicity two times. Given the rapid and widespread adoption of LLMs, CoDoT underscores the critical need to evaluate safety efforts from first principles, ensuring that safety and capabilities advance together.",cs.CL,cs.CL,2506.20471v1,http://arxiv.org/pdf/2506.20471v1,,"model evaluation, adversarial testing, jailbreaking, AI safety benchmarking",highly relevant,"This paper makes a novel and empirical contribution to technical AI alignment by introducing a new prompting attack (Code of Thought, CoDoT) that systematically probes and reveals safety failures in state-of-the-art LLMs. The finding that this method can reliably increase model toxicity and circumvent safety filters demonstrates critical vulnerabilities in current alignment approaches. The work directly relates to adversarial robustness, model evaluation, and jailbreaking—core topics in alignment. It provides a methodological tool and empirical results that could inform safer system design and improved oversight.",y,"I checked all the existing links and titles in the document for the arXiv ID '2506.20471' and for any titles matching or suggesting 'Probing AI Safety with Source Code'. The exact arXiv ID does not appear in any link (neither abs/ nor pdf/ format), and there is no reference to a paper with a similar title. Therefore, this arXiv paper appears to be new to the list.",,y,"This paper introduces a simple, general prompting attack (Code of Thought / CoDoT) that reliably bypasses safety filters across multiple frontier models and quantifies large increases in toxic generation — a clear empirical contribution to jailbreak/red‑team methodology and safety evaluation. It’s directly relevant to alignment (adversarial robustness, monitoring and evaluation of deployed models) and provides actionable evidence that current safety measures can be brittle, so it merits inclusion in a shallow 2025 review.","Adversarial robustness / Jailbreaking, Evaluations / Benchmarking, Red-teaming monitoring, Safety"
Mitigating Gambling-Like Risk-Taking Behaviors in Large Language Models: A Behavioral Economics Approach to AI Safety,Y. Du,2025-06-25,2025-06-25,"Large Language Models (LLMs) exhibit systematic risk-taking behaviors analogous to those observed in gambling psychology, including overconfidence bias, loss-chasing tendencies, and probability misjudgment. Drawing from behavioral economics and prospect theory, we identify and formalize these ""gambling-like"" patterns where models sacrifice accuracy for high-reward outputs, exhibit escalating risk-taking after errors, and systematically miscalibrate uncertainty. We propose the Risk-Aware Response Generation (RARG) framework, incorporating insights from gambling research to address these behavioral biases through risk-calibrated training, loss-aversion mechanisms, and uncertainty-aware decision making. Our approach introduces novel evaluation paradigms based on established gambling psychology experiments, including AI adaptations of the Iowa Gambling Task and probability learning assessments. Experimental results demonstrate measurable reductions in gambling-like behaviors: 18.7\% decrease in overconfidence bias, 24.3\% reduction in loss-chasing tendencies, and improved risk calibration across diverse scenarios. This work establishes the first systematic framework for understanding and mitigating gambling psychology patterns in AI systems.",cs.CY,"cs.CY, cs.AI, cs.CL",2506.22496v1,http://arxiv.org/pdf/2506.22496v1,,"risk calibration, behavioral biases, evaluation benchmarks, LLM safety, novel mitigation methodologies",highly relevant,"This paper makes a novel technical contribution to AI alignment by identifying, formalizing, and mitigating systematic risk-taking behaviors in large language models—behaviors analogous to well-known human gambling biases. It introduces a new Risk-Aware Response Generation (RARG) framework, draws on insights from behavioral economics, and proposes new evaluation paradigms based on established gambling psychology experiments. The work directly addresses safety concerns related to overconfident or risk-seeking behavior in LLMs, provides new empirical results, and develops technical tools for model evaluation and mitigation, all of which are core interests in technical AI alignment.",y,"The arXiv ID to check is 2506.22496v1. A thorough scan of all existing links for this exact ID in any form (abs, pdf, etc.) found no matches. There is no link with the same or a very similar title, and none of the URLs (including those in the 2506.xxxxx range) reference this ID. Therefore, neither arXiv ID nor title indicates this paper is already referenced.",,y,"This paper addresses a clear alignment-relevant failure mode — systematic risk-taking, miscalibration and loss-chasing — and proposes both a principled mitigation framework (RARG) and novel evaluation paradigms adapted from behavioral economics. That combination of a new threat framing, measurable empirical improvements, and usable benchmarks makes it a meaningful contribution worth citing in a shallow 2025 review. It also connects to multiple existing alignment agendas rather than introducing a marginal or purely incremental tweak.","Model psychology,Reward hacking / Specification gaming,Evaluations / Benchmarking,RL safety,Goal robustness,Misalignment"
