title,link,karma,date,keep
Slow corporations as an intuition pump for AI R&D automation,https://www.alignmentforum.org/posts/hMSuXTsEHvk4NG6pm/slow-corporations-as-an-intuition-pump-for-ai-r-and-d,48,2025-05-09T14:49:38.987Z,
Two proposed projects on abstract analogies for scheming,https://www.alignmentforum.org/posts/5zsLpcTMtesgF7c8p/two-proposed-projects-on-abstract-analogies-for-scheming,31,2025-07-04T16:03:36.081Z,
Negative Results for SAEs On Downstream Tasks and Deprioritising SAE Research (GDM Mech Interp Team Progress Update #2),https://www.alignmentforum.org/posts/4uXCAJNuPKtKBsi28/negative-results-for-saes-on-downstream-tasks,58,2025-03-26T19:07:48.710Z,y
"The best approaches for mitigating ""the intelligence curse"" (or gradual disempowerment); my quick guesses at the best object-level interventions",https://www.alignmentforum.org/posts/BXW2bqxmYbLuBrm7E/the-best-approaches-for-mitigating-the-intelligence-curse-or,35,2025-05-31T18:20:43.710Z,
Gradual Disempowerment: Systemic Existential Risks from Incremental AI Development,https://www.alignmentforum.org/posts/pZhEQieM9otKXhxmd/gradual-disempowerment-systemic-existential-risks-from,61,2025-01-30T17:03:45.545Z,y
How training-gamers might function (and win),https://www.alignmentforum.org/posts/ntDA4Q7BaYhWPgzuq/reward-seekers,56,2025-04-11T21:26:18.669Z,
When is it important that open-weight models aren't released? My thoughts on the benefits and dangers of open-weight models in response to developments in CBRN capabilities.,https://www.alignmentforum.org/posts/TeF8Az2EiWenR9APF/when-is-it-important-that-open-weight-models-aren-t-released,32,2025-06-09T19:19:39.861Z,
How will we update about scheming?,https://www.alignmentforum.org/posts/aEguDPoCzt3287CCD/how-will-we-update-about-scheming,86,2025-01-06T20:21:52.281Z,
AIs at the current capability level may be important for future safety work,https://www.alignmentforum.org/posts/cJQZAueoPC6aTncKK/ais-at-the-current-capability-level-may-be-important-for,39,2025-05-12T14:06:11.872Z,
7+ tractable directions in AI control,https://www.alignmentforum.org/posts/wwshEdNhwwT4r9RQN/7-tractable-directions-in-ai-control,52,2025-04-28T17:12:58.363Z,
Proof Section to an Introduction to Credal Sets and Infra-Bayes Learnability,https://www.alignmentforum.org/posts/pFtCk9xezCssuzvjs/proof-section-to-an-introduction-to-credal-sets-and-infra,5,2025-08-21T23:11:16.801Z,
A computational no-coincidence principle,https://www.alignmentforum.org/posts/Xt9r4SNNuYxW83tmo/a-computational-no-coincidence-principle,62,2025-02-14T21:39:39.277Z,
Research Areas in AI Control (The Alignment Project by UK AISI),https://www.alignmentforum.org/posts/rGcg4XDPDzBFuqNJz/research-areas-in-ai-control-the-alignment-project-by-uk,16,2025-08-01T10:27:09.500Z,y
Do reasoning models use their scratchpad like we do? Evidence from distilling paraphrases,https://www.alignmentforum.org/posts/ywzLszRuGRDpabjCk/do-reasoning-models-use-their-scratchpad-like-we-do-evidence,63,2025-03-11T11:52:38.994Z,y
Downstream applications as validation of interpretability progress,https://www.alignmentforum.org/posts/wGRnzCFcowRCrpX4Y/downstream-applications-as-validation-of-interpretability,58,2025-03-31T01:35:02.722Z,y
[Paper] Stochastic Parameter Decomposition,https://www.alignmentforum.org/posts/yjrpmCmqurDmbMztW/paper-stochastic-parameter-decomposition,17,2025-06-27T16:54:16.228Z,y
Pitfalls of Building UDT Agents,https://www.alignmentforum.org/posts/y3zTP6sixGjAkz7xE/pitfalls-of-building-udt-agents,9,2025-07-30T03:27:45.592Z,
Recent and forecasted rates of software and hardware progress,https://www.alignmentforum.org/posts/ATSyAdBnxxDDAwhgu/recent-and-forecasted-rates-of-software-and-hardware,27,2025-06-26T22:37:27.074Z,
SAE on activation differences,https://www.alignmentforum.org/posts/XPNJSa3BxMAN4ZXc7/sae-on-activation-differences,18,2025-06-30T17:50:54.821Z,y
Individual AI representatives don't solve Gradual Disempowerement,https://www.alignmentforum.org/posts/E96XcEPECbsipAvFi/individual-ai-representatives-don-t-solve-gradual,31,2025-06-04T01:26:15.761Z,
Misalignment and Strategic Underperformance: An Analysis of Sandbagging and Exploration Hacking,https://www.alignmentforum.org/posts/TeTegzR8X5CuKgMc3/misalignment-and-strategic-underperformance-an-analysis-of,50,2025-05-08T19:06:29.469Z,y
The bitter lesson of misuse detection,https://www.alignmentforum.org/posts/RvDkMho6quHcRiTva/the-bitter-lesson-of-misuse-detection-1,16,2025-07-10T14:50:19.960Z,y
Unbounded Embedded Agency: AEDT w.r.t. rOSI,https://www.alignmentforum.org/posts/B6gumHyuxzR5yn5tH/unbounded-embedded-agency-aedt-w-r-t-rosi,15,2025-07-20T23:46:47.885Z,
Planning for Extreme AI Risks,https://www.alignmentforum.org/posts/8vgi3fBWPFDLBBcAx/planning-for-extreme-ai-risks,65,2025-01-29T18:33:14.844Z,
Highly Opinionated Advice on How to Write ML Papers,https://www.alignmentforum.org/posts/eJGptPbbFPZGLpjsp/highly-opinionated-advice-on-how-to-write-ml-papers,27,2025-05-12T01:59:26.664Z,
AI companies are unlikely to make high-assurance safety cases if timelines are short,https://www.alignmentforum.org/posts/neTbrpBziAsTH5Bn7/ai-companies-are-unlikely-to-make-high-assurance-safety,71,2025-01-23T18:41:40.546Z,
What's going on with AI progress and trends? (As of 5/2025),https://www.alignmentforum.org/posts/v7LtZx6Qk5e9s7zj3/what-s-going-on-with-ai-progress-and-trends-as-of-5-2025,38,2025-05-02T19:00:40.276Z,
"Gradual Disempowerment, Shell Games and Flinches",https://www.alignmentforum.org/posts/a6FKqvdf6XjFpvKEb/gradual-disempowerment-shell-games-and-flinches,42,2025-02-02T14:47:53.404Z,
Emergent Misalignment on a Budget,https://www.alignmentforum.org/posts/qHudHZNLCiFrygRiy/emergent-misalignment-on-a-budget,19,2025-06-08T15:28:50.498Z,
Activation space interpretability may be doomed,https://www.alignmentforum.org/posts/gYfpPbww3wQRaxAFD/activation-space-interpretability-may-be-doomed,57,2025-01-08T12:49:38.421Z,y
Ten people on the inside,https://www.alignmentforum.org/posts/WSNnKcKCYAffcnrt2/ten-people-on-the-inside,63,2025-01-28T16:41:22.990Z,
Judgements: Merging Prediction & Evidence,https://www.alignmentforum.org/posts/3hs6MniiEssfL8rPz/judgements-merging-prediction-and-evidence,46,2025-02-23T19:35:51.488Z,
Working through a small tiling result,https://www.alignmentforum.org/posts/akuMwu8SkmQSdospi/working-through-a-small-tiling-result,35,2025-05-13T20:28:35.725Z,
Thought Anchors: Which LLM Reasoning Steps Matter?,https://www.alignmentforum.org/posts/iLHe3vLur3NgrFPFy/thought-anchors-which-llm-reasoning-steps-matter,16,2025-07-02T20:16:03.355Z,
Towards a scale-free theory of intelligent agency,https://www.alignmentforum.org/posts/5tYTKX4pNpiG4vzYg/towards-a-scale-free-theory-of-intelligent-agency,38,2025-03-21T01:39:42.251Z,
AI Control May Increase Existential Risk,https://www.alignmentforum.org/posts/rZcyemEpBHgb2hqLP/ai-control-may-increase-existential-risk,44,2025-03-11T14:30:05.972Z,y
"Tell me about yourself:
LLMs are aware of their learned behaviors",https://www.alignmentforum.org/posts/xrv2fNJtqabN3h6Aj/tell-me-about-yourself-llms-are-aware-of-their-learned,51,2025-01-22T00:47:15.023Z,y
Approximating Human Preferences Using a Multi-Judge Learned System,https://www.alignmentforum.org/posts/i4tuCLF9yjTHJQpkw/approximating-human-preferences-using-a-multi-judge-learned-1,4,2025-07-31T18:01:33.503Z,
Training on Documents About Reward Hacking Induces Reward Hacking,https://www.alignmentforum.org/posts/qXYLvjGL9QvD3aFSW/training-on-documents-about-reward-hacking-induces-reward,60,2025-01-21T21:32:24.691Z,y
Interpreting the METR Time Horizons Post,https://www.alignmentforum.org/posts/fRiqwFPiaasKxtJuZ/interpreting-the-metr-time-horizons-post,27,2025-04-30T03:03:19.928Z,
Principles for Picking Practical Interpretability Projects,https://www.alignmentforum.org/posts/DqaoPNqhQhwBFqWue/principles-for-picking-practical-interpretability-projects,16,2025-07-15T17:38:25.221Z,
Research directions Open Phil wants to fund in technical AI safety,https://www.alignmentforum.org/posts/26SHhxK2yYQbh7ors/research-directions-open-phil-wants-to-fund-in-technical-ai,55,2025-02-08T01:40:00.968Z,y
AXRP Episode 45 - Samuel Albanie on DeepMind’s AGI Safety Approach,https://www.alignmentforum.org/posts/nZtAkGmDELMnLJMQ5/axrp-episode-45-samuel-albanie-on-deepmind-s-agi-safety,15,2025-07-06T23:00:03.659Z,
Steelmanning heuristic arguments,https://www.alignmentforum.org/posts/CYDakfFgjHFB7DGXk/steelmanning-heuristic-arguments,40,2025-04-13T01:09:33.392Z,
Modifying LLM Beliefs with Synthetic Document Finetuning,https://www.alignmentforum.org/posts/ARQs7KYY9vJHeYsGc/modifying-llm-beliefs-with-synthetic-document-finetuning,45,2025-04-24T21:15:17.366Z,
Building AI Research Fleets,https://www.alignmentforum.org/posts/WJ7y8S9WdKRvrzJmR/building-ai-research-fleets,46,2025-01-12T18:23:09.682Z,
New Paper: Infra-Bayesian Decision-Estimation Theory,https://www.alignmentforum.org/posts/LgLez8aeK24PbyyQJ/new-paper-infra-bayesian-decision-estimation-theory,29,2025-04-10T09:17:38.966Z,
A quick list of reward hacking interventions,https://www.alignmentforum.org/posts/spZyuEGPzqPhnehyk/a-quick-list-of-reward-hacking-interventions,29,2025-06-10T00:58:37.361Z,
LLMs are Capable of Misaligned Behavior Under Explicit Prohibition and Surveillance,https://www.alignmentforum.org/posts/Phjqz3hjYDGoqGR65/llms-are-capable-of-misaligned-behavior-under-explicit-1,11,2025-07-08T11:50:47.964Z,
A short course on AGI safety from the GDM Alignment team,https://www.alignmentforum.org/posts/TJrCumJxhzTmNBsRz/a-short-course-on-agi-safety-from-the-gdm-alignment-team,48,2025-02-14T15:43:50.903Z,
Research Areas in Learning Theory (The Alignment Project by UK AISI),https://www.alignmentforum.org/posts/Wut4Y7LRwNpfZzG3y/research-areas-in-learning-theory-the-alignment-project-by,8,2025-08-01T10:26:16.594Z,y
Will compute bottlenecks prevent a software intelligence explosion?,https://www.alignmentforum.org/posts/XDF6ovePBJf6hsxGj/will-compute-bottlenecks-prevent-a-software-intelligence-1,37,2025-04-04T17:41:37.088Z,
Defining Corrigible and Useful Goals,https://www.alignmentforum.org/posts/HLns982j8iTn7d2km/defining-corrigible-and-useful-goals,14,2025-06-25T03:51:57.160Z,
Mistral Large 2 (123B) seems to exhibit alignment faking,https://www.alignmentforum.org/posts/kCGk5tp5suHoGwhCa/mistral-large-2-123b-seems-to-exhibit-alignment-faking,29,2025-03-27T15:39:02.176Z,
Exploration hacking: can reasoning models subvert RL?,https://www.alignmentforum.org/posts/Dft9vpMnEeWFE3Gc6/exploration-hacking-can-reasoning-models-subvert-rl-1,9,2025-07-30T22:02:20.230Z,
AI for AI safety,https://www.alignmentforum.org/posts/F3j4xqpxjxgQD3xXh/ai-for-ai-safety,21,2025-03-14T15:00:23.491Z,
Inverse Scaling in Test-Time Compute,https://www.alignmentforum.org/posts/gbJJpm92jtxiD9zag/inverse-scaling-in-test-time-compute-2,7,2025-07-22T22:06:30.168Z,
Reward button alignment,https://www.alignmentforum.org/posts/JrTk2pbqp7BFwPAKw/reward-button-alignment,25,2025-05-22T17:36:50.078Z,
"We should start looking for scheming ""in the wild""",https://www.alignmentforum.org/posts/HvWQCWQoYh4WoGZfR/we-should-start-looking-for-scheming-in-the-wild,39,2025-03-06T13:49:39.739Z,
An alignment safety case sketch based on debate,https://www.alignmentforum.org/posts/iELyAqizJkizBQbfr/an-alignment-safety-case-sketch-based-on-debate,35,2025-05-08T15:02:06.345Z,
Google DeepMind: An Approach to Technical AGI Safety and Security,https://www.alignmentforum.org/posts/3ki4mt4BA6eTx56Tc/google-deepmind-an-approach-to-technical-agi-safety-and,41,2025-04-05T22:00:14.803Z,
Research Areas in Evaluation and Guarantees in Reinforcement Learning (The Alignment Project by UK AISI),https://www.alignmentforum.org/posts/3eeKWC62thz5Lry8t/research-areas-in-evaluation-and-guarantees-in-reinforcement,8,2025-08-01T09:53:19.122Z,y
Detecting Strategic Deception Using Linear Probes,https://www.alignmentforum.org/posts/9pGbTz6c78PGwJein/detecting-strategic-deception-using-linear-probes,46,2025-02-06T15:46:53.024Z,
The need to relativise in debate,https://www.alignmentforum.org/posts/XycoFucvxAPhcgJQa/the-need-to-relativise-in-debate-1,14,2025-06-26T16:23:48.995Z,
Research Areas in Interpretability (The Alignment Project by UK AISI),https://www.alignmentforum.org/posts/dgcsY8CHcPQiZ5v8P/research-areas-in-interpretability-the-alignment-project-by,9,2025-08-01T10:26:46.914Z,
Attribution-based parameter decomposition,https://www.alignmentforum.org/posts/EPefYWjuHNcNH4C7E/attribution-based-parameter-decomposition,45,2025-01-25T13:12:11.031Z,
What goals will AIs have? A list of hypotheses,https://www.alignmentforum.org/posts/r86BBAqLHXrZ4mWWA/what-goals-will-ais-have-a-list-of-hypotheses,42,2025-03-03T20:08:31.539Z,
Steering Gemini with BiDPO,https://www.alignmentforum.org/posts/WqjkqrEyFDXoHzz9K/steering-gemini-with-bidpo,52,2025-01-31T02:37:55.839Z,y
"Go home GPT-4o, you’re drunk: emergent misalignment as lowered inhibitions",https://www.alignmentforum.org/posts/RoWabfQxabWBiXwxP/go-home-gpt-4o-you-re-drunk-emergent-misalignment-as-lowered,33,2025-03-18T14:48:54.762Z,
New Paper: Ambiguous Online Learning,https://www.alignmentforum.org/posts/Y9NuKpb6dsyiYFxWK/new-paper-ambiguous-online-learning,15,2025-06-25T09:14:14.872Z,
The case for countermeasures to memetic spread of misaligned values,https://www.alignmentforum.org/posts/qjCk73Hu4wv9ocmRF/the-case-for-countermeasures-to-memetic-spread-of-misaligned,29,2025-05-28T21:12:32.929Z,
Prefix cache untrusted monitors: a method to apply after you catch your AI,https://www.alignmentforum.org/posts/Mxucm6BmJyCvxptPu/prefix-cache-untrusted-monitors-a-method-to-apply-after-you,22,2025-06-20T15:56:00.353Z,
Problems with instruction-following as an alignment target,https://www.alignmentforum.org/posts/CSFa9rvGNGAfCzBk6/problems-with-instruction-following-as-an-alignment-target,15,2025-05-15T15:41:48.748Z,
100+ concrete projects and open problems in evals,https://www.alignmentforum.org/posts/LhnqegFoykcjaXCYH/100-concrete-projects-and-open-problems-in-evals,39,2025-03-22T15:21:40.970Z,
"How I Think About My Research Process: Explore, Understand, Distill",https://www.alignmentforum.org/posts/hjMy4ZxS5ogA9cTYK/how-i-think-about-my-research-process-explore-understand,22,2025-04-26T10:31:34.305Z,
Research Areas in Methods for Post-training and Elicitation (The Alignment Project by UK AISI),https://www.alignmentforum.org/posts/tEfuDmXTGLGegsbmv/research-areas-in-methods-for-post-training-and-elicitation,6,2025-08-01T10:27:02.618Z,y
Research Areas in Cognitive Science (The Alignment Project by UK AISI),https://www.alignmentforum.org/posts/dzjpmq4uWyxGduRai/research-areas-in-cognitive-science-the-alignment-project-by,9,2025-08-01T10:26:38.362Z,y
Glass box learners want to be black box,https://www.alignmentforum.org/posts/boodbr2PXpEEMGrfx/glass-box-learners-want-to-be-black-box,18,2025-05-10T11:05:23.003Z,
The 80/20 playbook for mitigating AI scheming in 2025,https://www.alignmentforum.org/posts/YFxpsrph83H25aCLW/the-80-20-playbook-for-mitigating-ai-scheming-in-2025,14,2025-05-31T21:17:44.304Z,
How LLM Beliefs Change During Chain-of-Thought Reasoning,https://www.alignmentforum.org/posts/GwvWtAwnKBKjmknag/how-llm-beliefs-change-during-chain-of-thought-reasoning-2,11,2025-06-16T16:18:29.324Z,
Explaining your life with self-reflective AIXI (an interlude),https://www.alignmentforum.org/posts/yTue8urmngTxRviZT/explaining-your-life-with-self-reflective-aixi-an-interlude,6,2025-07-23T00:57:13.284Z,
How can we solve diffuse threats like research sabotage with AI control?,https://www.alignmentforum.org/posts/Mf5Hnpi2KcqZdmFDq/how-can-we-solve-diffuse-threats-like-research-sabotage-with,33,2025-04-30T19:23:19.999Z,
Renormalization Roadmap,https://www.alignmentforum.org/posts/74wSgnCKPHAuqExe7/renormalization-roadmap,32,2025-03-31T20:34:16.352Z,
Putting up Bumpers,https://www.alignmentforum.org/posts/HXJXPjzWyS5aAoRCw/putting-up-bumpers,31,2025-04-23T16:05:05.476Z,
"To be legible, evidence of misalignment probably has to be behavioral",https://www.alignmentforum.org/posts/4QRvFCzhFbedmNfp4/to-be-legible-evidence-of-misalignment-probably-has-to-be,28,2025-04-15T18:14:53.022Z,
Formalizing Embeddedness Failures in Universal Artificial Intelligence,https://www.alignmentforum.org/posts/FSm92N8bcDujRZPMH/formalizing-embeddedness-failures-in-universal-artificial,20,2025-05-26T12:36:41.067Z,
How might we safely pass the buck to AI?,https://www.alignmentforum.org/posts/TTFsKxQThrqgWeXYJ/how-might-we-safely-pass-the-buck-to-ai,44,2025-02-19T17:48:32.249Z,
The Weighted Perplexity Benchmark: Tokenizer-Normalized Evaluation for Language Model Comparison,https://www.alignmentforum.org/posts/csNk8ECk9SiKHkw35/the-weighted-perplexity-benchmark-tokenizer-normalized,13,2025-07-07T21:43:41.672Z,
Selective modularity: a research agenda,https://www.alignmentforum.org/posts/tAnHM3L25LwuASdpF/selective-modularity-a-research-agenda,26,2025-03-24T04:12:44.822Z,
Tips and Code for Empirical Research Workflows,https://www.alignmentforum.org/posts/6P8GYb4AjtPXx6LLB/tips-and-code-for-empirical-research-workflows,40,2025-01-20T22:31:51.498Z,
What is Inadequate about Bayesianism for AI Alignment: Motivating Infra-Bayesianism,https://www.alignmentforum.org/posts/wzCtwYtojMabyEg2L/what-is-inadequate-about-bayesianism-for-ai-alignment,16,2025-05-01T19:06:15.711Z,y
Unlearning Needs to be More Selective [Progress Report],https://www.alignmentforum.org/posts/QYzofMbzmbgiwfqy8/unlearning-needs-to-be-more-selective-progress-report,14,2025-06-27T16:38:00.136Z,
Research Areas in Benchmark Design and Evaluation (The Alignment Project by UK AISI),https://www.alignmentforum.org/posts/NFKFesJJkwDDRs3Mx/research-areas-in-benchmark-design-and-evaluation-the,7,2025-08-01T10:26:54.931Z,
Can we safely automate alignment research?,https://www.alignmentforum.org/posts/nJcuj4rtuefeTRFHp/can-we-safely-automate-alignment-research,25,2025-04-30T17:37:13.193Z,
Thoughts on the conservative assumptions in AI control,https://www.alignmentforum.org/posts/rHyPtvfnvWeMv7Lkb/thoughts-on-the-conservative-assumptions-in-ai-control,42,2025-01-17T19:23:38.575Z,
AI 2027 - Rogue Replication Timeline,https://www.alignmentforum.org/posts/66NjHDJFChe8cfPac/ai-2027-rogue-replication-timeline,10,2025-05-30T13:46:41.454Z,
Steganography via internal activations is already possible in small language models — a potential first step toward persistent hidden reasoning.,https://www.alignmentforum.org/posts/dRmeXo6REf5n8xGug/steganography-via-internal-activations-is-already-possible,2,2025-08-09T11:44:25.546Z,
Political sycophancy as a model organism of scheming,https://www.alignmentforum.org/posts/bhxgkb7YtRNwBxLMd/political-sycophancy-as-a-model-organism-of-scheming,26,2025-05-12T17:49:19.605Z,
LLM in-context learning as (approximating) Solomonoff induction,https://www.alignmentforum.org/posts/xyYss3oCzovibHxAF/llm-in-context-learning-as-approximating-solomonoff,13,2025-06-05T17:45:28.385Z,
The subset parity learning problem: much more than you wanted to know,https://www.alignmentforum.org/posts/Mcrfi3DBJBzfoLctA/the-subset-parity-learning-problem-much-more-than-you-wanted,36,2025-01-03T09:13:59.245Z,
A simple explanation of incomplete models,https://www.alignmentforum.org/posts/CGzAu8F3fii7gdgMC/a-simple-explanation-of-incomplete-models,5,2025-07-06T19:09:25.917Z,
Interim Research Report: Mechanisms of Awareness,https://www.alignmentforum.org/posts/m8WKfNxp9eDLRkCk9/interim-research-report-mechanisms-of-awareness,22,2025-05-02T20:29:35.140Z,
It Is Untenable That Near-Future AI Scenario Models Like “AI 2027” Don't Include Open Source AI,https://www.alignmentforum.org/posts/vyWzz5exnyKbPJ4zt/it-is-untenable-that-near-future-ai-scenario-models-like-ai,14,2025-05-16T02:20:48.115Z,
A single principle related to many Alignment subproblems?,https://www.alignmentforum.org/posts/h89L5FMAkEBNsZ3xM/a-single-principle-related-to-many-alignment-subproblems-2,13,2025-04-30T09:49:21.181Z,
A Problem to Solve Before Building a Deception Detector,https://www.alignmentforum.org/posts/YXNeA3RyRrrRWS37A/a-problem-to-solve-before-building-a-deception-detector,35,2025-02-07T19:35:23.307Z,
"My Research Process: Key Mindsets - Truth-Seeking, Prioritisation, Moving Fast",https://www.alignmentforum.org/posts/cbBwwm4jW6AZctymL/my-research-process-key-mindsets-truth-seeking,19,2025-04-27T14:38:36.794Z,
What can be learned from scary demos? A snitching case study,https://www.alignmentforum.org/posts/5JyepxdN6Hq62TPCK/what-can-be-learned-from-scary-demos-a-snitching-case-study,13,2025-06-24T08:40:50.903Z,
Language Models Use Trigonometry to Do Addition,https://www.alignmentforum.org/posts/E7z89FKLsHk5DkmDL/language-models-use-trigonometry-to-do-addition-1,25,2025-02-05T13:50:08.243Z,y
Prioritizing threats for AI control,https://www.alignmentforum.org/posts/fCazYoZSSMadiT6sf/prioritizing-threats-for-ai-control,35,2025-03-19T17:09:45.044Z,
Anti-Slop Interventions?,https://www.alignmentforum.org/posts/PdtHzEb3cebnWCjoj/anti-slop-interventions,25,2025-02-04T19:50:29.127Z,
MONA: Managed Myopia with Approval Feedback,https://www.alignmentforum.org/posts/zWySWKuXnhMDhgwc3/mona-managed-myopia-with-approval-feedback-2,44,2025-01-23T12:24:18.108Z,y
Unexploitable search: blocking malicious use of free parameters,https://www.alignmentforum.org/posts/CuneN5HmLnztsLRzD/unexploitable-search-blocking-malicious-use-of-free-1,16,2025-05-21T17:23:45.463Z,
"Constraining Minds, Not Goals: A Structural Approach to AI Alignment",https://www.alignmentforum.org/posts/g3RXozhPmcLm2yDps/constraining-minds-not-goals-a-structural-approach-to-ai,12,2025-06-13T21:06:40.984Z,
Training-time schemers vs behavioral schemers,https://www.alignmentforum.org/posts/m5nWc9v6MTsWXKpCy/training-time-schemers-vs-behavioral-schemers,27,2025-04-24T19:07:55.256Z,
The Best Way to Align an LLM: Is Inner Alignment Now a Solved Problem?,https://www.alignmentforum.org/posts/xAsviBJGSBBtgBiCw/the-best-way-to-align-an-llm-is-inner-alignment-now-a-solved,7,2025-05-28T06:21:42.324Z,
MATS Applications + Research Directions I'm Currently Excited About,https://www.alignmentforum.org/posts/qGKq4G3HGRcSBc94C/mats-applications-research-directions-i-m-currently-excited,31,2025-02-06T11:03:40.093Z,y
AXRP Episode 41 - Lee Sharkey on Attribution-based Parameter Decomposition,https://www.alignmentforum.org/posts/gnyna4Rb2S7KdzxvJ/axrp-episode-41-lee-sharkey-on-attribution-based-parameter,17,2025-06-03T03:40:02.640Z,y
Notes on countermeasures for exploration hacking (aka sandbagging),https://www.alignmentforum.org/posts/abmzgwfJA9acBoFEX/notes-on-countermeasures-for-exploration-hacking-aka,32,2025-03-24T18:39:36.665Z,
Fuzzing LLMs sometimes makes them reveal their secrets,https://www.alignmentforum.org/posts/GE6pcmmLc3kdpNJja/fuzzing-llms-sometimes-makes-them-reveal-their-secrets,34,2025-02-26T16:48:48.878Z,
An Advent of Thought,https://www.alignmentforum.org/posts/nkeYxjdrWBJvwbnTr/an-advent-of-thought,29,2025-03-17T14:21:08.765Z,
Quickly Assessing Reward Hacking-like Behavior in LLMs and its Sensitivity to Prompt Variations,https://www.alignmentforum.org/posts/quTGGNhGEiTCBEAX5/quickly-assessing-reward-hacking-like-behavior-in-llms-and,17,2025-06-04T07:22:56.081Z,
Reframing AI Safety as a Neverending Institutional Challenge,https://www.alignmentforum.org/posts/bzYJCXicmwDHDpLZa/reframing-ai-safety-as-a-neverending-institutional-challenge,17,2025-03-23T00:13:48.614Z,
Dodging systematic human errors in scalable oversight,https://www.alignmentforum.org/posts/EgRJtwQurNzz8CEfJ/dodging-systematic-human-errors-in-scalable-oversight,20,2025-05-14T15:19:39.352Z,
Research Areas in Information Theory and Cryptography (The Alignment Project by UK AISI),https://www.alignmentforum.org/posts/5rBXBew4T3cnnvBsh/research-areas-in-information-theory-and-cryptography-the,5,2025-08-01T10:25:28.366Z,
Research Areas in Computational Complexity Theory (The Alignment Project by UK AISI),https://www.alignmentforum.org/posts/BxwBBaLonX88dwDqT/research-areas-in-computational-complexity-theory-the,5,2025-08-01T10:25:47.492Z,
Defining Monitorable and Useful Goals,https://www.alignmentforum.org/posts/ixnRxJ2bjiwHryQJr/defining-monitorable-and-useful-goals,5,2025-07-15T23:06:00.338Z,
Paper: Open Problems in Mechanistic Interpretability,https://www.alignmentforum.org/posts/fqDzevPyw3GGaF5o9/paper-open-problems-in-mechanistic-interpretability,27,2025-01-29T10:25:54.727Z,y
"New, improved multiple-choice TruthfulQA",https://www.alignmentforum.org/posts/Bunfwz6JsNd44kgLT/new-improved-multiple-choice-truthfulqa,39,2025-01-15T23:32:09.202Z,
Handling schemers if shutdown is not an option,https://www.alignmentforum.org/posts/XxjScx4niRLWTfuD5/handling-schemers-if-shutdown-is-not-an-option,24,2025-04-18T14:39:18.609Z,
"Numberwang: LLMs Doing Autonomous Research, and a Call for Input",https://www.alignmentforum.org/posts/RSqfcyAW9ZkveGQ5u/numberwang-llms-doing-autonomous-research-and-a-call-for-1,28,2025-01-16T17:20:37.552Z,
"Inference-Time-Compute: More Faithful? 
A Research Note
",https://www.alignmentforum.org/posts/C8HAa2mf5kcBrpjkX/inference-time-compute-more-faithful-a-research-note,34,2025-01-15T04:43:00.631Z,y
Automated Researchers Can Subtly Sandbag,https://www.alignmentforum.org/posts/niBXcbthcQRXG5M5Y/automated-researchers-can-subtly-sandbag,23,2025-03-26T19:13:26.879Z,
Doing good... best?,https://www.alignmentforum.org/posts/3EqToCdzMXcmKd2ct/doing-good-best,0,2025-08-22T15:48:41.820Z,
Modeling versus Implementation,https://www.alignmentforum.org/posts/rysmFDWKT5L7uNTqD/modeling-versus-implementation,13,2025-05-18T13:38:20.421Z,
Layered AI Defenses Have Holes: Vulnerabilities and Key Recommendations,https://www.alignmentforum.org/posts/Z8tAn3jp2uaQf34Mm/layered-ai-defenses-have-holes-vulnerabilities-and-key,6,2025-07-04T00:07:17.845Z,
An Easily Overlooked Post on the Automation of Wisdom and Philosophy,https://www.alignmentforum.org/posts/WBMcKgrTpmniTK8HG/an-easily-overlooked-post-on-the-automation-of-wisdom-and,8,2025-06-12T02:54:50.303Z,
"For scheming, we should first focus on detection and then on prevention",https://www.alignmentforum.org/posts/bAWPsgbmtLf8ptay6/for-scheming-we-should-first-focus-on-detection-and-then-on,25,2025-03-04T15:22:06.105Z,
Research Areas in Economic Theory and Game Theory (The Alignment Project by UK AISI),https://www.alignmentforum.org/posts/o3rvXNLJTNh44oTy3/research-areas-in-economic-theory-and-game-theory-the,3,2025-08-01T10:25:58.917Z,
The Self-Hating Attention Head: A Deep Dive in GPT-2,https://www.alignmentforum.org/posts/wxPvdBwWeaneAsWRB/the-self-hating-attention-head-a-deep-dive-in-gpt-2-1,1,2025-07-04T13:07:44.841Z,
Gaming TruthfulQA: Simple Heuristics Exposed Dataset Weaknesses,https://www.alignmentforum.org/posts/57k6xNcWtAtsSTcor/gaming-truthfulqa-simple-heuristics-exposed-dataset,31,2025-01-16T02:14:35.098Z,
We Have No Plan for Preventing Loss of Control in Open Models,https://www.alignmentforum.org/posts/QSyshep2CRs8JTPwK/we-have-no-plan-for-preventing-loss-of-control-in-open,12,2025-03-10T15:35:12.597Z,
Agentic Interpretability: A Strategy Against Gradual Disempowerment,https://www.alignmentforum.org/posts/s9z4mgjtWTPpDLxFy/agentic-interpretability-a-strategy-against-gradual,7,2025-06-17T14:52:55.695Z,y
"Dream, Truth, & Good",https://www.alignmentforum.org/posts/DPjvL62kskHpp2SZg/dream-truth-and-good,23,2025-02-24T16:59:05.045Z,
Recommendations for Technical AI Safety Research Directions,https://www.alignmentforum.org/posts/tG9LGHLzQezH3pvMs/recommendations-for-technical-ai-safety-research-directions,34,2025-01-10T19:34:04.920Z,y
